employee_id,department_raw,department,office_zip,tenure_years,age,year_hired,regional_unemployment,regional_cpi_inflation,performance_rating,bonus_pay,base_salary,retention_risk
E100768,ENGINEERING ,Engineering,55443,9.4,28,2017,4.2,4.22,3.5,6790.96,,0.142
E100769,MKTG.,Marketing,24169,3.8,41,2023,5.46,3.39,,,73394.82,0.135
E100770,Engineering,Engineering,12029,3.8,37,2023,5.34,4.59,3.5,1429.49,106050.9,0.252
E100771, mArketing,Marketing,70132,3.7,35,2023,5.28,4.75,3.0,0.0,73998.8,0.111
E100772,MKTG.,Marketing,64770,2.2,37,2024,5.26,2.38,,,76478.08,0.225
E100773,SALES,Sales,86478,3.8,44,2023,5.78,4.3,,,72687.4,0.211
E100774,engineering,Engineering,68266,3.5,42,2023,5.76,3.1,3.5,3702.55,95012.11,0.139
E100775,SALES,Sales,24422,3.3,39,2023,5.28,4.69,4.5,9361.46,,0.218
E100776, mArketing,Marketing,78067,3.3,30,2023,3.98,2.9,,,72886.09,0.136
E100777,ENG.,Engineering,63053,1.6,29,2025,4.89,3.88,3.5,4118.73,101901.62,0.217
E100778,SALES,Sales,67259,7.8,27,2019,7.79,3.15,2.5,1577.4,78092.15,0.334
E100779,Sales ,Sales,35683,2.6,37,2024,4.93,4.76,,,67613.34,0.251
E100780,ENGINEERING ,Engineering,91586,9.8,46,2017,4.3,3.54,4.0,8218.92,131412.82,0.288
E100781, sales,Sales,55443,1.9,39,2025,4.2,4.22,3.0,0.0,,0.259
E100782,marketing,Marketing,35955,11.2,46,2015,4.18,2.43,4.0,8687.41,105137.88,0.182
E100783,Mktg,Marketing,33568,3.0,33,2023,4.88,3.58,3.5,8344.16,74586.78,0.153
E100784,Sales ,Sales,41520,7.2,35,2019,5.14,3.33,2.5,1860.59,,0.278
E100785,ENG.,Engineering,99150,4.4,31,2022,7.25,3.48,4.0,3530.56,96221.07,0.159
E100786,SALES,Sales,43812,1.4,32,2025,4.36,2.08,2.5,4222.6,68732.02,0.344
E100787,engineering,Engineering,70030,1.4,28,2025,4.96,1.83,3.0,9189.24,106964.55,0.203
E100788,Sales ,Sales,96306,2.4,42,2024,5.12,1.95,3.5,5852.2,74607.4,0.312
E100789,marketing,Marketing,18225,2.9,27,2024,5.28,2.29,4.0,1048.01,85092.11,0.151
E100790,ENGINEERING ,Engineering,96807,3.9,34,2023,7.29,2.89,3.0,5842.8,98902.44,0.204
E100791,Engineering,Engineering,93589,5.0,26,2021,5.1,2.68,3.5,6717.45,114138.6,0.192
E100792, engineerING,Engineering,75369,3.5,36,2023,4.43,3.67,3.5,2634.29,100417.29,0.197
E100793,Engineering,Engineering,40481,4.8,36,2022,5.21,2.78,4.0,9839.86,110296.96,0.145
E100794,ENG.,Engineering,95714,5.4,35,2021,6.28,1.36,4.0,8706.42,126842.29,0.138
E100795,Engineering,Engineering,87912,3.4,30,2023,3.26,2.09,3.0,7537.96,106264.13,0.232
E100796,Eng,Engineering,84743,6.2,37,2020,4.01,2.05,4.0,4910.12,126063.48,0.215
E100797,Engineering,Engineering,63746,7.1,35,2019,4.27,3.38,4.5,9909.64,127324.25,0.155
E100798,Sales ,Sales,85628,5.5,36,2021,4.22,3.24,4.5,4848.63,101233.87,0.284
E100799,SALES,Sales,55788,5.7,46,2021,3.51,4.37,3.5,4619.81,80012.93,0.308
E100800, sales,Sales,46826,4.6,36,2022,6.22,3.51,3.5,7392.09,73980.53,0.246
E100801,Eng,Engineering,64570,8.2,42,2018,4.01,3.93,3.5,3287.53,,0.122
E100802,Sales ,Sales,78849,3.9,33,2023,6.66,4.59,2.5,0.0,65162.5,0.257
E100803,marketing,Marketing,36092,2.4,29,2024,6.39,3.12,3.0,4651.86,,0.153
E100804,engineering,Engineering,78926,4.0,35,2022,6.83,4.86,3.5,4784.19,96389.91,0.162
E100805, engineerING,Engineering,81376,1.4,45,2025,4.47,2.51,3.5,7965.16,100740.05,0.179
E100806,SLS.,Sales,48566,1.3,31,2025,4.44,3.27,3.5,2144.05,83245.21,0.259
E100807,Eng,Engineering,77810,7.1,40,2019,2.96,3.0,3.0,4660.8,113320.57,0.199
E100808,MARKETING,Marketing,37337,9.9,37,2017,3.61,3.47,3.5,7345.56,112504.69,0.207
E100809,SLS.,Sales,42454,3.1,21,2023,5.02,4.09,,,67010.49,0.23
E100810,ENG.,Engineering,18808,7.1,34,2019,4.82,2.31,4.0,2885.42,122621.55,0.231
E100811,engineering,Engineering,47074,0.7,44,2026,4.5,4.9,3.5,11306.81,85006.29,0.218
E100812,Sls,Sales,54606,5.5,39,2021,8.17,4.5,3.5,5874.76,106878.88,0.295
E100813,marketing,Marketing,67176,4.0,43,2022,6.41,3.07,3.0,0.0,72926.11,0.154
E100814,Eng,Engineering,36092,10.9,40,2016,6.39,3.12,2.5,4317.35,117728.25,0.225
E100815,Sales ,Sales,40383,3.6,23,2023,4.42,2.48,3.5,6115.17,,0.289
E100816,Sls,Sales,12388,1.7,27,2025,5.25,1.32,2.0,3867.9,69154.64,0.302
E100817,Mktg,Marketing,99491,1.1,34,2025,4.26,3.25,,,86583.86,0.152
E100818,Mktg,Marketing,63053,4.0,36,2022,4.89,3.88,3.5,4343.68,97565.74,0.15
E100819,Eng,Engineering,66817,4.6,36,2022,7.42,2.42,3.0,0.0,105301.74,0.152
E100820,ENGINEERING ,Engineering,91242,3.4,32,2023,4.02,2.1,4.5,9502.45,,0.134
E100821,Marketing ,Marketing,63669,7.3,43,2019,5.72,2.87,4.5,2618.36,96062.9,0.295
E100822,ENGINEERING ,Engineering,37030,9.2,38,2017,5.4,2.52,4.0,11349.61,138525.0,0.102
E100823,Sales ,Sales,84169,3.1,36,2023,2.53,2.87,2.5,467.48,76645.79,0.301
E100824,Sls,Sales,99139,0.8,33,2026,6.69,2.32,,,73385.29,0.284
E100825, engineerING,Engineering,19417,4.9,34,2022,5.62,2.83,4.0,4697.94,105639.39,0.153
E100826,marketing,Marketing,18000,8.3,35,2018,4.21,2.03,3.0,2350.97,89526.51,0.166
E100827,Engineering,Engineering,86476,3.1,32,2023,2.74,3.96,3.5,3852.85,117105.4,0.226
E100828,SLS.,Sales,63669,5.7,46,2021,5.72,2.87,4.0,7288.64,91640.58,0.301
E100829, engineerING,Engineering,39177,1.6,38,2025,3.45,2.97,3.0,2443.8,99929.22,0.199
E100830,Marketing ,Marketing,39069,4.8,41,2022,5.58,3.47,3.5,6241.71,86407.63,0.217
E100831, mArketing,Marketing,52626,5.8,33,2021,3.89,1.28,3.5,3782.13,105402.14,0.112
E100832,ENGINEERING ,Engineering,72933,4.9,29,2022,2.96,4.66,3.0,4480.59,126478.45,0.186
E100833,SALES,Sales,47107,12.7,49,2014,4.19,2.85,3.5,5312.23,104466.29,0.28
E100834,SALES,Sales,83869,9.8,45,2017,2.35,2.15,3.0,4242.69,96453.45,0.369
E100835,marketing,Marketing,74650,6.4,38,2020,3.95,4.47,,,111694.84,0.141
E100836,SLS.,Sales,73722,7.8,37,2019,5.02,1.95,3.0,4933.6,79351.93,0.214
E100837,Sales ,Sales,13941,4.8,28,2022,2.9,2.44,3.5,4481.19,,0.304
E100838,Eng,Engineering,88965,3.8,39,2023,6.13,2.04,2.5,4215.19,95181.27,0.232
E100839,MKTG.,Marketing,99794,2.9,40,2024,4.71,3.17,2.5,2501.22,84726.44,0.201
E100840, engineerING,Engineering,17811,1.6,29,2025,5.97,3.29,2.5,4673.01,106895.85,0.181
E100841,Sls,Sales,77538,10.1,37,2016,3.72,3.64,3.5,4184.37,104254.51,0.239
E100842,Mktg,Marketing,76911,13.0,50,2013,4.57,1.91,3.5,3138.34,102246.68,0.201
E100843,Eng,Engineering,10906,4.1,32,2022,6.97,2.76,3.5,6714.88,,0.167
E100844,ENG.,Engineering,60973,4.1,44,2022,3.06,2.26,2.5,1380.25,87152.73,0.307
E100845,SALES,Sales,68688,5.9,36,2021,5.84,1.63,3.0,6526.33,71984.11,0.255
E100846,engineering,Engineering,45979,3.6,33,2023,6.63,3.73,3.0,4685.38,112905.89,0.204
E100847,SLS.,Sales,10963,1.8,33,2025,5.37,4.04,,,76151.77,0.271
E100848,ENGINEERING ,Engineering,16735,1.4,30,2025,4.57,2.27,3.0,1968.8,85811.72,0.164
E100849, sales,Sales,92572,12.8,49,2014,5.45,1.86,3.5,3494.39,,0.293
E100850,ENGINEERING ,Engineering,37333,0.9,36,2026,7.3,2.9,3.0,6785.66,102584.01,0.131
E100851, engineerING,Engineering,79811,5.0,41,2021,4.72,3.75,4.5,10120.67,116954.55,0.158
E100852, sales,Sales,45699,1.1,33,2025,4.02,2.76,2.5,2350.44,83434.85,0.293
E100853,SLS.,Sales,11650,3.7,32,2023,3.41,2.83,3.0,3813.64,77211.42,0.305
E100854,Eng,Engineering,41520,3.1,34,2023,5.14,3.33,3.5,5229.31,108970.21,0.205
E100855, mArketing,Marketing,31739,1.2,30,2025,4.89,4.21,,,61699.05,0.147
E100856,SLS.,Sales,95394,6.1,44,2020,3.6,4.7,3.0,3741.82,,0.222
E100857,Sls,Sales,86837,1.7,38,2025,3.97,1.81,2.0,3376.56,81330.85,0.313
E100858,engineering,Engineering,55727,1.1,32,2025,5.46,3.26,3.0,3656.78,103409.97,0.118
E100859,Mktg,Marketing,83089,6.5,33,2020,7.27,2.24,,,82719.54,0.22
E100860,Sales ,Sales,87765,3.1,42,2023,6.99,2.97,4.0,7559.16,98275.05,0.251
E100861,sales,Sales,35955,2.2,34,2024,4.18,2.43,4.5,10477.51,94273.74,0.213
E100862, sales,Sales,15202,6.8,37,2020,5.43,1.97,3.5,7402.82,92755.85,0.212
E100863,MKTG.,Marketing,53516,1.6,40,2025,8.27,2.74,2.5,5814.11,61998.78,0.243
E100864, engineerING,Engineering,20085,0.8,29,2026,4.54,4.48,4.0,6362.14,99284.34,0.191
E100865,Sls,Sales,24194,8.8,38,2018,3.17,2.12,3.0,914.49,,0.259
E100866, sales,Sales,90967,11.6,41,2015,6.43,3.3,3.0,1977.25,104505.53,0.255
E100867,SALES,Sales,39784,3.6,28,2023,2.37,2.12,3.0,6329.24,72007.89,0.245
E100868,ENGINEERING ,Engineering,34673,0.2,33,2026,5.34,1.38,3.0,0.0,71007.4,0.17
E100869, engineerING,Engineering,12821,3.6,31,2023,3.93,2.24,3.5,7987.94,84520.88,0.239
E100870,Sales ,Sales,41571,7.0,35,2019,5.36,2.73,2.5,668.83,,0.395
E100871,engineering,Engineering,40002,8.3,36,2018,4.27,3.52,3.0,9210.68,110055.03,0.172
E100872,Sls,Sales,51375,1.8,30,2025,4.63,3.28,4.0,3081.98,54308.06,0.277
E100873,ENG.,Engineering,33503,3.2,30,2023,4.31,1.55,3.5,7504.83,113968.1,0.196
E100874,sales,Sales,78926,4.7,37,2022,6.83,4.86,3.5,9509.69,70941.4,0.191
E100875,Sales ,Sales,75561,6.8,37,2020,5.5,2.32,2.0,703.12,76424.68,0.264
E100876,Eng,Engineering,88965,6.3,38,2020,6.13,2.04,,,115792.4,0.087
E100877,ENG.,Engineering,78926,5.7,48,2021,6.83,4.86,3.0,2368.21,102632.81,0.198
E100878,Marketing ,Marketing,20092,8.2,38,2018,3.59,3.74,4.0,3391.97,98273.78,0.258
E100879,Marketing ,Marketing,56358,3.8,38,2023,4.66,3.03,3.5,2927.72,75045.61,0.223
E100880, engineerING,Engineering,86012,10.2,45,2016,3.31,2.67,3.5,5382.61,135394.34,0.212
E100881,Mktg,Marketing,54390,2.6,33,2024,6.51,4.6,,,69893.7,0.176
E100882, sales,Sales,24680,6.4,39,2020,5.2,3.1,4.5,5670.73,88527.55,0.246
E100883,marketing,Marketing,55167,2.9,34,2024,7.22,3.28,3.5,5811.53,,0.222
E100884,engineering,Engineering,56708,3.7,36,2023,6.0,2.58,4.0,3971.01,103512.96,0.189
E100885,ENG.,Engineering,85628,4.1,32,2022,4.22,3.24,4.5,8034.17,120575.67,0.182
E100886, engineerING,Engineering,12289,2.8,31,2024,3.13,3.03,3.5,8443.86,98552.08,0.166
E100887,Eng,Engineering,63480,8.5,40,2018,4.34,3.0,4.5,5690.54,131990.94,0.204
E100888,ENGINEERING ,Engineering,48566,3.0,24,2023,4.44,3.27,3.0,8885.55,101409.66,0.174
E100889,sales,Sales,15071,4.0,42,2022,6.65,3.68,3.5,2653.36,86768.32,0.276
E100890,ENG.,Engineering,68873,5.9,48,2021,2.35,5.11,3.0,5367.88,121640.57,0.25
E100891, sales,Sales,20282,16.3,48,2010,7.28,3.46,3.0,7620.13,110555.67,0.195
E100892,Eng,Engineering,77112,6.0,40,2020,8.05,3.33,3.5,9304.18,106866.5,0.168
E100893,ENGINEERING ,Engineering,13941,4.2,41,2022,2.9,2.44,3.0,5443.15,,0.192
E100894,Sales ,Sales,39064,0.7,25,2026,5.59,3.82,,,64250.75,0.239
E100895,SALES,Sales,17296,3.6,39,2023,5.85,4.23,3.0,901.97,,0.215
E100896,Eng,Engineering,94463,2.4,31,2024,6.53,1.7,2.5,1391.87,94303.46,0.201
E100897,Eng,Engineering,14464,3.2,46,2023,5.01,2.01,3.0,9145.52,110559.42,0.136
E100898,ENGINEERING ,Engineering,68385,2.9,33,2024,6.5,2.7,3.0,3974.85,123317.91,0.213
E100899,MKTG.,Marketing,90720,5.9,41,2021,6.49,5.48,,,82280.44,0.195
E100900, mArketing,Marketing,14237,3.5,34,2023,3.76,2.38,3.5,1616.36,84515.01,0.192
E100901,Eng,Engineering,20612,2.0,44,2024,5.76,3.05,4.0,3454.77,105760.5,0.103
E100902,Engineering,Engineering,10471,7.2,36,2019,3.61,2.55,4.0,7522.33,124272.46,0.258
E100903,Mktg,Marketing,75492,1.5,38,2025,3.03,1.98,3.0,1905.73,67939.87,0.194
E100904,SLS.,Sales,85512,4.1,38,2022,6.33,2.99,3.0,3026.99,91406.26,0.33
E100905,Sales ,Sales,85515,3.6,37,2023,6.54,2.32,3.0,0.0,84254.87,0.29
E100906,Marketing ,Marketing,39259,5.1,37,2021,4.8,2.44,3.5,4324.65,90167.31,0.171
E100907,Eng,Engineering,42485,8.3,36,2018,4.32,3.61,3.5,10836.26,139261.67,0.262
E100908,ENG.,Engineering,23383,17.8,36,2009,2.0,1.92,3.5,6503.59,172723.67,0.233
E100909,Eng,Engineering,34723,4.2,41,2022,3.68,1.33,3.5,7631.7,107762.17,0.171
E100910,SLS.,Sales,90720,2.4,31,2024,6.49,5.48,3.5,0.0,63512.24,0.244
E100911,sales,Sales,69493,2.2,39,2024,4.48,3.12,2.5,257.16,75433.98,0.351
E100912,Sls,Sales,43894,2.2,35,2024,5.79,3.52,,,87983.93,0.239
E100913,sales,Sales,43220,5.0,42,2021,2.77,1.62,2.5,5871.22,92690.29,0.325
E100914,SLS.,Sales,80837,0.6,36,2026,5.26,1.93,,,72418.58,0.236
E100915,SALES,Sales,24945,1.4,21,2025,3.97,2.1,3.5,1640.94,84535.52,0.23
E100916,ENG.,Engineering,21116,5.0,39,2021,4.46,3.46,4.5,8937.79,117351.35,0.152
E100917,Engineering,Engineering,76838,7.5,37,2019,3.53,2.94,3.0,8301.88,132440.27,0.251
E100918, engineerING,Engineering,75450,7.5,44,2019,5.0,2.73,4.0,11403.95,133516.22,0.22
E100919,marketing,Marketing,41426,4.3,38,2022,7.44,3.22,,,101594.25,0.189
E100920,Eng,Engineering,16846,6.9,41,2020,2.8,4.11,3.5,469.41,119830.97,0.188
E100921,Sales ,Sales,56821,8.4,38,2018,4.84,4.31,3.0,1423.44,91744.8,0.238
E100922,MKTG.,Marketing,85041,3.0,29,2023,5.32,4.47,2.5,4072.79,71914.3,0.215
E100923,MKTG.,Marketing,37330,7.9,37,2019,4.57,3.38,2.5,7990.84,91453.52,0.302
E100924,ENGINEERING ,Engineering,89084,1.0,23,2025,2.0,2.43,3.0,3292.93,85718.54,0.222
E100925,Engineering,Engineering,64570,1.4,29,2025,4.01,3.93,2.5,905.06,,0.26
E100926,Eng,Engineering,70030,3.1,27,2023,4.96,1.83,4.5,13276.54,103973.39,0.188
E100927, sales,Sales,36938,0.9,25,2026,5.78,3.29,,,60270.48,0.225
E100928,MARKETING,Marketing,10472,5.9,37,2021,4.73,4.19,3.5,1351.04,88409.28,0.184
E100929,Sales ,Sales,96446,2.7,36,2024,3.99,2.55,,,75371.96,0.217
E100930,Eng,Engineering,56699,3.7,35,2023,4.46,2.85,3.5,7852.31,107049.88,0.228
E100931,ENGINEERING ,Engineering,56899,3.7,32,2023,4.79,4.04,3.5,5408.46,111687.92,0.15
E100932,ENGINEERING ,Engineering,16888,3.1,29,2023,5.73,4.0,4.0,8877.71,114863.55,0.157
E100933,Sales ,Sales,80593,2.2,32,2024,4.79,4.06,,,72162.95,0.293
E100934,SALES,Sales,48265,5.7,33,2021,5.4,1.11,,,108438.34,0.232
E100935,engineering,Engineering,72007,2.6,33,2024,7.12,3.0,3.5,3240.44,101551.7,0.171
E100936,SLS.,Sales,69493,3.7,27,2023,4.48,3.12,4.0,5023.16,95477.45,0.154
E100937,ENGINEERING ,Engineering,12180,5.1,40,2021,7.29,1.44,4.5,9333.32,121406.36,0.167
E100938,sales,Sales,62228,8.4,37,2018,4.8,2.88,2.5,4275.75,89461.68,0.334
E100939, engineerING,Engineering,77028,7.9,41,2019,6.13,2.89,2.5,10598.41,147770.87,0.205
E100940,Engineering,Engineering,41140,2.8,38,2024,4.58,4.18,3.5,3226.14,101450.59,0.202
E100941,SALES,Sales,29214,2.1,35,2024,6.91,2.99,,,,0.259
E100942,Engineering,Engineering,87488,9.5,44,2017,4.75,3.76,4.5,7087.43,126629.55,0.224
E100943, engineerING,Engineering,27888,2.6,23,2024,5.58,2.81,4.0,8149.86,90856.54,0.151
E100944,ENG.,Engineering,95276,5.6,34,2021,4.18,2.71,4.5,10630.86,111371.24,0.17
E100945,Eng,Engineering,28128,0.8,37,2026,3.91,2.15,4.5,5316.61,91939.31,0.121
E100946,sales,Sales,55065,0.5,34,2026,6.14,5.29,,,79502.0,0.256
E100947,SALES,Sales,26294,4.2,44,2022,4.97,3.32,4.0,1554.81,,0.243
E100948,SLS.,Sales,72962,3.4,43,2023,4.08,2.62,,,,0.298
E100949,ENG.,Engineering,84288,6.5,39,2020,4.7,2.59,3.5,8598.83,99250.52,0.155
E100950, mArketing,Marketing,17237,2.2,32,2024,6.78,2.57,3.5,332.9,74736.95,0.163
E100951,Engineering,Engineering,79662,4.9,31,2022,5.14,4.22,3.5,6730.62,105730.73,0.153
E100952,ENGINEERING ,Engineering,71172,6.3,35,2020,6.45,1.79,3.5,0.0,125798.8,0.181
E100953,Eng,Engineering,29316,2.3,31,2024,4.23,4.1,4.5,8890.95,97577.43,0.26
E100954,SLS.,Sales,47008,3.1,31,2023,4.62,3.28,,,85965.76,0.12
E100955,Sls,Sales,54244,1.6,28,2025,4.3,2.91,,,64249.84,0.258
E100956,Sales ,Sales,78598,6.7,40,2020,5.71,4.47,3.5,6193.3,86116.55,0.307
E100957,Mktg,Marketing,78068,5.8,45,2021,5.24,2.08,3.0,6432.21,90796.7,0.159
E100958,MKTG.,Marketing,33682,6.1,42,2020,4.38,4.45,,,97971.34,0.201
E100959,marketing,Marketing,96612,3.3,33,2023,5.98,1.69,2.5,2679.11,84645.81,0.277
E100960,marketing,Marketing,47415,5.7,42,2021,3.4,3.51,,,85927.02,0.199
E100961,ENG.,Engineering,83568,3.6,36,2023,3.05,4.43,3.5,5539.63,114512.09,0.184
E100962,engineering,Engineering,21794,10.5,41,2016,2.0,3.01,3.0,2639.08,135726.97,0.247
E100963,Eng,Engineering,68688,4.0,34,2022,5.84,1.63,2.5,2780.63,110328.42,0.25
E100964,SLS.,Sales,87912,7.6,38,2019,3.26,2.09,,,105329.68,0.288
E100965,MARKETING,Marketing,77810,3.4,38,2023,2.96,3.0,,,76782.07,0.234
E100966, sales,Sales,55727,9.1,41,2017,5.46,3.26,3.0,0.0,94668.71,0.298
E100967,ENGINEERING ,Engineering,65983,2.1,29,2024,6.1,3.23,3.0,385.47,89445.21,0.178
E100968,marketing,Marketing,32839,5.3,32,2021,2.67,4.83,3.0,0.0,90206.18,0.222
E100969,Eng,Engineering,72084,2.5,35,2024,4.43,3.56,3.5,3081.48,,0.201
E100970,ENG.,Engineering,22495,4.7,38,2022,5.42,2.31,3.5,6117.64,104327.82,0.162
E100971,engineering,Engineering,89303,2.6,32,2024,3.5,1.72,3.0,0.0,108817.99,0.228
E100972, engineerING,Engineering,89584,3.9,29,2023,6.27,3.66,3.5,6036.03,108884.8,0.139
E100973,SALES,Sales,87179,2.9,40,2024,4.74,4.33,4.0,3819.46,,0.255
E100974,ENGINEERING ,Engineering,90026,6.2,42,2020,3.16,2.08,3.5,4076.19,140361.51,0.241
E100975,MKTG.,Marketing,81376,5.5,27,2021,4.47,2.51,3.5,3409.95,89759.27,0.138
E100976,Marketing ,Marketing,45699,2.4,40,2024,4.02,2.76,3.0,5055.39,60709.46,0.215
E100977, engineerING,Engineering,30352,2.3,32,2024,5.67,2.56,3.0,1093.22,88217.41,0.188
E100978,MARKETING,Marketing,28746,2.0,34,2024,4.54,4.25,3.0,3278.73,77040.18,0.233
E100979,ENGINEERING ,Engineering,68266,1.7,38,2025,5.76,3.1,2.5,3520.15,88455.34,0.255
E100980, sales,Sales,51526,6.4,46,2020,4.29,3.44,4.0,3332.5,89800.27,0.253
E100981,sales,Sales,14464,1.9,38,2025,5.01,2.01,3.5,5686.51,,0.269
E100982,Sales ,Sales,69465,5.0,37,2021,5.47,1.47,3.5,5553.93,90886.55,0.271
E100983,Marketing ,Marketing,29836,2.7,27,2024,5.51,3.24,3.5,2781.71,68229.78,0.261
E100984, engineerING,Engineering,38160,7.5,28,2019,3.28,2.31,4.0,13354.97,124114.55,0.213
E100985,sales,Sales,68958,12.1,47,2014,3.51,2.53,3.0,6766.55,105877.62,0.254
E100986,ENG.,Engineering,35716,0.1,38,2026,6.26,3.44,3.0,0.0,98697.42,0.172
E100987, engineerING,Engineering,12289,2.1,29,2024,3.13,3.03,3.0,3079.36,101306.46,0.218
E100988,Eng,Engineering,52704,2.7,32,2024,6.04,2.75,5.0,12526.95,79504.31,0.135
E100989, sales,Sales,40866,3.4,32,2023,3.96,3.66,,,81400.82,0.245
E100990,MKTG.,Marketing,70907,3.3,31,2023,5.06,4.8,3.5,3951.02,75703.73,0.14
E100991,SALES,Sales,75492,1.3,38,2025,3.03,1.98,4.0,8005.07,,0.255
E100992,Sales ,Sales,71199,12.3,44,2014,3.09,1.56,4.0,8095.14,107739.0,0.322
E100993,Eng,Engineering,42457,3.4,33,2023,4.62,1.65,2.5,5240.49,108310.39,0.231
E100994,Sls,Sales,31429,5.4,50,2021,5.0,2.79,3.0,5333.43,87236.19,0.23
E100995,engineering,Engineering,29901,5.6,29,2021,3.52,3.82,3.5,6864.91,136028.54,0.174
E100996,MARKETING,Marketing,91203,1.1,35,2025,5.28,2.53,3.5,1942.42,,0.17
E100997,engineering,Engineering,37103,3.0,29,2023,6.43,2.23,3.5,6435.42,106970.13,0.182
E100998,sales,Sales,85653,6.4,37,2020,2.13,1.61,3.5,4183.63,103811.51,0.23
E100999,ENGINEERING ,Engineering,74675,9.5,41,2017,3.26,1.35,3.5,5029.11,124649.73,0.166
E101000,ENG.,Engineering,93855,3.1,38,2023,6.16,2.46,4.0,9377.14,94516.07,0.122
E101001,MKTG.,Marketing,68731,1.3,31,2025,5.13,3.6,,,70150.47,0.144
E101002,engineering,Engineering,58660,2.5,32,2024,5.57,5.1,3.0,8291.71,100659.72,0.151
E101003,Eng,Engineering,95276,3.0,33,2023,4.18,2.71,2.5,3096.67,81825.09,0.189
E101004,MARKETING,Marketing,84169,2.9,29,2024,2.53,2.87,2.5,1830.58,,0.291
E101005, engineerING,Engineering,53746,2.0,36,2024,6.59,3.44,3.5,746.94,105816.95,0.254
E101006,SLS.,Sales,85653,1.2,34,2025,2.13,1.61,3.5,8666.66,,0.323
E101007,ENG.,Engineering,92746,1.6,35,2025,6.35,3.69,3.0,3635.93,91271.27,0.157
E101008,Sls,Sales,40499,2.5,33,2024,3.75,2.44,4.0,0.0,77205.77,0.268
E101009,marketing,Marketing,77810,6.4,36,2020,2.96,3.0,,,90972.89,0.207
E101010,sales,Sales,22365,8.0,45,2018,7.49,2.8,3.5,4482.92,,0.236
E101011,marketing,Marketing,72428,4.3,40,2022,5.39,3.0,3.5,1809.04,82747.04,0.233
E101012,Marketing ,Marketing,74077,1.6,40,2025,6.5,2.42,3.0,5548.79,80520.71,0.26
E101013,Sales ,Sales,95980,2.7,36,2024,4.5,0.52,3.5,0.0,64570.32,0.201
E101014,Eng,Engineering,46130,0.6,38,2026,5.5,4.02,2.5,850.48,87857.33,0.288
E101015,ENG.,Engineering,96397,9.6,39,2017,4.15,4.02,4.5,9823.63,151030.56,0.156
E101016, sales,Sales,57654,2.4,32,2024,6.36,3.29,4.0,6592.83,74372.63,0.25
E101017,SALES,Sales,63746,5.1,42,2021,4.27,3.38,2.5,7978.28,79255.09,0.321
E101018,Engineering,Engineering,13750,7.7,43,2019,7.38,2.19,3.0,3693.93,107646.19,0.242
E101019,ENG.,Engineering,93162,11.3,41,2015,3.94,3.19,4.0,9070.02,132002.62,0.191
E101020, sales,Sales,30596,6.8,33,2020,5.09,2.13,3.0,10198.9,83198.27,0.276
E101021,SLS.,Sales,47825,2.9,33,2024,5.32,3.53,3.5,4000.13,79765.85,0.294
E101022,Sales ,Sales,28257,5.6,33,2021,4.16,1.57,3.0,4399.01,80712.84,0.3
E101023, mArketing,Marketing,39078,11.0,51,2015,2.51,1.2,4.5,4032.84,101803.06,0.23
E101024,SLS.,Sales,47432,2.3,37,2024,5.31,1.95,3.0,7035.75,53445.68,0.301
E101025,Engineering,Engineering,41571,1.1,28,2025,5.36,2.73,4.5,4664.63,92101.01,0.156
E101026,Sls,Sales,34490,2.0,28,2024,5.83,3.84,3.5,3632.88,59229.12,0.191
E101027,ENG.,Engineering,17884,5.4,33,2021,4.34,2.35,3.0,5450.42,121245.84,0.253
E101028,SLS.,Sales,71199,3.0,31,2023,3.09,1.56,4.5,5811.73,79976.93,0.248
E101029,Engineering,Engineering,39784,3.7,34,2023,2.37,2.12,4.0,5609.65,111590.53,0.189
E101030,MKTG.,Marketing,86478,6.0,43,2020,5.78,4.3,3.5,4981.3,87559.61,0.167
E101031, sales,Sales,24980,1.9,28,2025,3.56,5.35,3.5,8372.72,79587.07,0.24
E101032,MARKETING,Marketing,78598,3.6,46,2023,5.71,4.47,2.5,8172.84,82350.15,0.201
E101033, sales,Sales,48463,2.6,29,2024,4.38,3.01,2.0,1256.17,84701.6,0.329
E101034,ENGINEERING ,Engineering,98072,10.8,35,2016,4.47,3.45,3.5,5052.55,123524.26,0.199
E101035, mArketing,Marketing,35414,6.7,46,2020,2.0,2.94,4.0,3147.93,86164.0,0.235
E101036,ENG.,Engineering,81279,3.0,41,2023,4.99,3.5,3.5,11600.22,97697.67,0.202
E101037,Engineering,Engineering,93228,2.8,33,2024,6.42,3.75,4.5,8474.69,116465.75,0.163
E101038, engineerING,Engineering,38990,11.5,44,2015,3.56,2.38,4.5,12269.28,135452.44,0.163
E101039,ENGINEERING ,Engineering,34245,11.0,44,2015,6.78,2.97,3.5,8994.22,145051.28,0.225
E101040,engineering,Engineering,51385,5.3,37,2021,6.22,3.72,,,116651.68,0.159
E101041,Sls,Sales,73872,3.8,28,2023,7.03,2.93,4.0,4842.17,,0.238
E101042,Sls,Sales,42850,1.4,21,2025,5.01,2.19,3.0,0.0,60511.92,0.297
E101043,Sls,Sales,13902,2.0,29,2024,4.99,2.71,3.0,7459.99,70283.98,0.259
E101044,ENG.,Engineering,56441,1.3,41,2025,5.25,3.92,3.5,7215.84,,0.16
