subscriber,pre_spend,account_age,support_tickets,post_spend
0,36.830261198651584,7,3,49.17612207512882
1,37.5967946894021,3,1,54.98075265601436
0,46.602816621477096,14,2,57.74066117135789
1,55.510482602242675,44,0,72.25917942621949
1,63.703769393498746,46,1,80.71559533882498
1,37.95231573979483,36,1,60.010603134064596
1,72.39032853439282,13,0,86.80253123543395
0,45.93314598436147,16,2,51.977499253744774
0,49.67949058477346,16,1,65.84732921363225
0,38.79182481278265,54,1,50.67081489478975
0,13.636396095905873,5,1,32.01555994676111
0,63.26068094541574,52,0,69.61753349864709
0,61.0526584563865,25,0,66.81378771354048
0,45.780086643226795,38,0,57.61779552907881
1,51.00486075837308,38,1,77.83511597770071
1,57.73908826556149,50,0,68.39859851672554
0,26.56181214670186,38,1,35.795839494860715
0,42.06420983980558,39,1,52.00790442654028
0,61.913970194327405,56,1,65.59261805823144
0,31.18565865246126,56,0,55.02596449851442
0,54.40336898249944,48,1,61.782897837879084
0,29.651272930648926,41,0,46.09462696695599
0,56.996449736502896,26,1,64.1760151438953
0,49.465377765537745,59,1,46.88990946744462
0,25.77302276141736,13,2,38.58574896715174
1,67.47109031685757,44,1,78.12422696496957
1,38.981126348029264,51,0,62.83928500815106
1,37.84621344478428,26,1,58.78335969210533
1,53.008537958464146,55,0,68.57775562321028
1,67.22956024143073,55,2,83.21425641897477
1,34.762672715324044,1,1,55.670250966407124
0,50.92519774771957,8,1,65.84544886712006
0,56.432247504958596,4,1,67.95073079250896
0,60.39658410894716,21,3,76.9782265415322
1,52.64662332915838,22,0,75.72796128191295
1,44.494582413750166,51,1,68.04304758007959
1,37.5861466902692,53,3,63.053926081360586
1,51.292158245695624,58,1,74.70422971915787
0,33.9179148202159,37,0,38.13497432301559
0,6.179742747580889,49,2,27.535000180659786
0,56.54839706236502,3,1,57.256486386042496
1,63.55902261629293,19,1,71.28778709047347
0,14.556013466872422,1,1,26.08364577372297
0,34.854039429350934,29,1,49.152018409281325
1,59.287313915077966,23,0,70.92831083785038
1,80.86243204567548,33,2,97.23192207030014
1,50.31190561513112,55,2,78.42738978758364
0,39.07995588156298,52,0,49.724474643334915
0,47.256553383427395,41,1,58.82054729787126
1,70.62314628722277,23,0,82.98611744838966
0,40.310537313131974,5,0,46.12200505339374
0,38.0121199002462,7,2,49.43675752191636
0,42.758847167269515,57,0,50.310035286282655
1,35.70007087611931,58,1,56.252241396958546
1,51.84005473992193,6,0,67.818946968701
1,74.3701768770434,49,3,82.79671838156983
0,54.84618909674044,22,1,63.28786151642727
0,46.21469746810568,49,0,47.33647795435168
0,45.62283096626684,13,2,59.0247563473466
0,26.552137869550144,12,0,32.79165635638819
0,63.246646657207386,4,0,67.63053205843181
0,48.83244204480797,8,2,64.90631895766272
0,47.29280129614062,37,1,61.40994633059641
1,97.8966135176729,31,0,108.30957901538306
1,54.48129362548529,37,2,84.5436659700402
1,38.72313424857224,45,0,61.4468523396042
0,43.60463605691685,26,0,60.17290700054742
1,67.22668563795132,43,1,80.64991502127812
1,51.69905615806647,8,1,56.92674714644074
0,28.4258303252395,40,0,43.87710749436612
1,63.78843401862805,33,1,83.2496915638919
0,39.97783871691509,45,3,54.04350175674303
1,78.09946664326318,29,1,85.27043475179495
0,66.20072098571973,5,2,87.85161454118418
0,43.29017156511873,28,0,49.10772629831566
1,69.2152454260267,53,5,85.88251047694384
0,51.01783265791105,40,0,62.06764966988208
1,62.79160512683329,17,0,84.32950728760379
1,57.27099225941712,55,1,72.3692778672692
0,37.3046501751369,23,1,52.45843839054442
0,40.346752515238066,45,1,60.36958741296519
1,65.44941226371742,9,1,80.06753732926589
0,44.97837001840189,2,0,53.45339470374826
1,43.94527305137005,32,3,60.10702370537457
0,35.673161309759706,51,0,49.75472808093122
0,56.353985983901914,52,0,60.64523659863877
1,80.93787378864718,49,0,98.20816037455948
0,33.9870062861859,31,0,44.773428105415874
1,50.36329185009137,7,0,69.0936247474468
1,71.18330833123144,30,4,81.96785091439939
0,48.805379131314275,58,1,69.79764004647814
0,56.78557694374601,3,0,65.93786897609374
0,34.0640970777968,51,4,41.48606684717967
0,56.42460645811473,51,1,66.52543602195422
1,47.192836024931765,56,3,59.28118247745786
1,64.78594993519795,9,0,78.53683055147867
1,67.81079077347127,10,0,86.37635961916433
0,88.84345463027921,46,1,93.67580258246058
1,58.69449759820363,50,0,81.43123509849686
1,54.886944748732496,58,0,80.42512554324884
1,52.91576452366004,47,2,71.45149216257741
1,44.702505607839676,26,1,70.2287198663615
1,55.077257651925365,1,0,78.0781116752269
1,45.56897884791456,30,2,70.67307487573076
1,52.52691464404421,57,0,64.60690459832779
1,69.7639630341194,38,2,87.10848374566945
0,34.90186152080538,15,0,46.470399048572865
0,67.09817841693568,25,3,80.19687014749978
1,69.75672601009798,6,0,86.34192335540853
0,48.22897209513382,18,1,56.593793143360045
0,18.172176514871083,1,2,32.98327931489013
0,40.882670193583515,56,3,50.86456618659577
1,69.45491819841664,3,0,86.35197183573376
0,49.656979065516765,17,2,61.33558937486004
1,35.01046651557634,48,0,56.999881820614796
0,42.42837618157674,8,1,52.324479583350914
1,62.6093003975683,49,4,75.31197207012407
1,58.20100352302069,40,3,83.77300675560421
1,46.416018512454585,17,0,65.7560095814334
0,44.49763382277969,25,0,56.79684499925838
1,44.12362776434267,41,1,67.38000733603161
1,36.163847232522464,12,2,60.2985457915219
1,74.23063534204162,29,2,87.08288712771302
1,45.1651929618299,25,0,69.10526546617974
1,68.25737781238244,51,0,91.76048286953575
1,72.81974077883677,36,1,91.62899428596049
1,64.9746634722194,53,3,84.14915491743737
1,43.52569530922928,54,0,68.062393468255
1,56.05595135504914,25,3,75.17438072239278
1,49.63706590413626,29,1,68.32898359022194
1,36.44447208904808,11,0,68.72723676511822
1,54.865389225824046,4,0,81.55849053062258
0,32.31440313260296,14,1,43.44650259841892
1,67.81519082692346,46,0,89.92571896573287
0,43.03074054052411,38,0,56.75642806193679
1,53.01739483809259,17,2,73.06329995923801
0,54.24931807319213,2,2,70.93861497042008
1,46.11642539443884,8,0,67.47697487810761
0,58.80040702212912,36,1,68.31428817160648
0,42.876445150662136,10,0,56.74588843969717
1,63.06945946185866,7,1,74.28302495315451
0,29.810304796298773,36,3,45.21432050820262
0,51.89569369319618,16,0,54.594700977691694
0,79.08393498587427,14,3,86.19483383140393
0,34.995030130916376,16,0,50.71225604203437
1,39.83382544212723,25,0,67.74426984869937
0,57.708617744883725,41,1,69.29577142021867
0,52.69372672909397,4,1,75.03767974978365
1,55.25945148910339,29,0,67.14658343146921
1,57.337806952214954,56,0,75.77462166492552
1,59.52082202842655,6,1,82.86274292434895
0,66.64549762934334,1,0,79.02899298689586
1,56.147279853927685,39,0,72.05047360852141
0,46.38113518072186,1,1,63.036080485580605
1,60.08860551804097,51,0,70.75234547321989
1,78.49822902342824,40,3,88.77252757909976
1,48.010493804261394,57,1,70.46573383502228
0,35.38206042994038,3,3,49.70661180957599
0,66.60621003930459,1,2,79.55728605046701
1,48.19428254069603,1,0,73.01587197064255
0,17.409956809789456,39,0,31.739354045040834
1,62.711325157256326,21,1,86.46122780077714
1,41.97007721069116,45,2,66.33003948827533
0,48.64200076543759,30,1,63.052342863342325
0,54.979704958535216,32,2,67.99281223625873
1,52.857495196685996,33,0,71.07261519401283
1,60.64177725708559,48,0,83.45869339216301
0,43.46770444145235,22,0,56.49036265871446
1,57.69658697264124,30,1,80.69244666585753
1,46.106799836241244,54,0,74.33381178323613
1,61.08215721331254,46,0,78.38326233392927
0,59.2305122601958,4,1,72.58768216719702
1,35.96841946933107,23,0,57.06262683434722
0,66.28973174262549,55,1,70.71108731187101
0,41.96054832328928,44,0,53.52984466130743
1,62.12086697421718,25,1,79.64580407097418
0,55.50930970102011,12,2,66.7278208685043
1,77.57275515192684,17,0,86.41968720669112
1,46.64801026442222,53,2,70.13355249586255
0,44.760248058227035,15,0,55.074752414855126
0,49.708705911684014,10,1,50.30834174862452
0,45.452303257485866,35,2,58.36334537376571
1,61.99912852913075,55,0,86.67044477763518
0,25.755340873451182,52,2,45.92833101388987
1,34.194763712804686,52,0,57.35107874232977
0,33.9829561763121,29,0,45.04672047860299
1,64.25461387960364,12,0,85.75796698202932
1,75.65920058872888,1,2,88.39062954201646
1,48.433261721937924,1,0,68.5287803032996
0,47.46767415214984,10,2,70.82745592782449
0,51.050782446697724,18,0,68.27606081925788
1,67.42817453912286,47,0,83.04254486189812
0,36.089702987141386,2,1,52.29730993024246
1,53.57553474102178,49,0,80.83138325451331
1,64.62796444673644,8,1,84.04173975212015
1,57.51641254909768,22,1,70.55995392452746
0,52.843724248981154,22,3,63.99607972055102
1,65.01569138850712,26,2,80.8763866169942
0,9.451515605011444,26,0,26.530211013526433
0,60.16812979296361,9,0,64.78957250639343
0,40.188864753088644,21,0,46.65114426617676
0,22.540506547153146,31,2,35.201814616709186
1,57.66803899287471,52,0,79.95297839492879
0,70.60487817744436,43,0,81.44902049987436
1,47.93827228058462,6,1,79.02296126442195
1,64.29311820804408,56,2,79.04632630447598
0,74.18417386982968,14,1,75.46279694802199
1,69.72371680376071,33,1,90.23949466900189
1,74.59946794057089,7,2,82.32839553354955
1,61.13191236607838,24,0,68.98624306838454
0,51.13150458352389,9,0,65.16608221699151
0,25.970512821542474,11,0,36.20962744348123
1,46.30906267805077,56,1,63.666022734418895
0,37.35130107025712,23,1,53.1124501403638
0,82.5641407624672,48,1,86.46482050171166
0,47.36171281351495,51,2,56.59330400927716
0,51.848072101767286,2,0,55.02494119095259
0,58.272280640607015,15,1,63.959346311465985
0,50.654036695586804,35,0,58.09601905254701
1,75.4257656064613,36,0,88.34638320788972
1,40.66025957398322,52,1,65.60069616076052
1,52.91911182855864,54,0,74.00779039998521
0,38.86294121452927,28,0,50.06174078854989
1,30.199662331689414,39,0,54.8510374909385
0,40.82346363642072,44,0,61.64697184594566
1,49.44444804427382,4,0,71.4294790127058
0,43.5604666322411,10,0,62.15619956419977
0,39.61368530189216,6,0,48.89776717278346
0,28.90523804492249,57,0,42.16571466265512
1,48.75341641056958,30,2,67.41469095087504
0,27.429194389534967,54,1,43.927282952514425
0,61.40083945534404,46,0,71.5646991351193
0,51.23659629401755,35,4,63.757377441401346
0,28.13672750802604,49,2,30.831810131074356
1,45.36186384425205,43,1,61.86385392840368
0,38.71765391614125,10,1,52.28671916463586
0,54.78761765628771,58,0,73.17420622598202
1,70.10675669034717,53,1,83.56802726039527
0,21.87241295531383,32,1,48.650983676781635
0,51.72539118721126,42,1,54.7194212877807
1,47.59800806650039,42,2,69.30311556148719
1,60.07010114675698,3,1,77.25518225065998
1,53.19794942356533,56,1,70.0868738924613
0,38.72046002391771,26,2,55.484397759140954
1,45.214190965000725,15,1,65.79232783564925
1,38.05961214794766,17,1,52.919887069228956
1,66.14010707897897,27,1,73.10830033921182
0,50.319674730079136,18,1,54.94986438218851
1,78.5178602862951,51,0,95.97796485868513
0,49.090087792780686,19,1,58.26426748204568
1,39.37389849634306,12,0,66.6752450415248
1,27.29428411080759,24,2,51.09669668485389
0,22.952904856160824,5,0,39.753629316926244
1,26.237960854917652,24,0,58.54081205797907
1,54.00689976517225,27,1,72.27155514134927
1,57.63087534844901,48,1,85.89989929925285
0,26.282139469518,30,1,44.423103252871705
1,63.425574711141735,15,0,76.0262573061122
1,42.75408422474841,47,1,58.1764680346216
1,52.20189517978324,59,2,64.56110433239371
1,74.18330942383136,38,0,89.53090481951298
1,63.452589737982976,44,0,72.61278816466255
1,45.97204028141252,34,1,75.62365672399326
1,36.63211661877069,27,1,70.50062742119532
0,17.722768980060422,20,0,26.16832247984031
0,39.212700211363696,41,0,52.62607248951726
0,46.83304641758458,32,1,47.65623560241564
0,35.19230709273224,4,1,51.70765047116451
0,48.031145493615426,5,1,63.14221539403577
1,51.15277824438152,53,1,70.90891462886843
1,46.627160272878825,58,1,68.7971361930209
0,40.249961287648105,8,0,48.902129006614224
0,52.529820079500915,22,1,62.242838104455636
1,56.629109743541136,42,1,78.87254859656828
0,33.64401383835731,7,0,45.97984605895685
1,71.16398569619405,22,1,93.0555944619945
1,48.521178015736076,46,1,65.37574102005199
1,50.28274434417271,30,0,68.63284630093641
1,60.62321634884836,37,1,68.17667306906189
0,53.49824196895253,16,2,74.40775698504005
1,64.29704950869868,15,1,71.48357912440586
0,54.30686247802736,5,1,69.01234119655388
0,40.81343938039343,3,1,54.784745132783094
0,55.42255287809152,23,1,64.309937488007
0,32.844106890190076,10,2,41.82533672695808
1,51.62839558664785,5,0,68.99291761439115
0,49.50155014033309,23,0,57.64374484428602
1,46.8782471409119,15,1,64.88369387243073
0,48.07193732841604,18,2,47.830584757628245
0,21.772264317535413,25,1,40.33280331053331
0,41.76912638388558,8,0,56.68545946216287
1,51.39267351711672,31,0,69.37442885045436
0,52.397845879961004,21,2,61.69688710912582
0,34.58487288611063,2,1,50.55394883713243
1,68.98561761297051,22,2,78.28085906686351
1,37.007377276782485,8,1,51.51575499875652
0,64.54185800790106,23,1,71.68001397088227
0,56.40791542807527,32,0,63.48540006547715
1,40.30659035234295,8,1,60.116587280174116
1,76.62966338914268,4,1,94.3252296986109
1,32.095447523652794,30,0,53.69991111551956
1,63.787312604150024,19,1,83.23843763604715
1,65.00873477064468,23,2,90.88067574171772
1,39.94069686385033,18,1,72.45139720590106
1,70.88697950096493,53,1,91.03505381895464
1,46.24930228101571,29,1,55.09158336456237
0,54.33040443919786,23,4,66.62117406784434
1,53.90482758156831,33,0,80.89861098872989
0,47.98536887794178,52,0,59.72290823929947
0,62.16212409739673,47,1,66.39995002510817
1,61.902330808283196,18,1,77.47175407256981
0,23.772020401427287,54,2,45.16557820339597
1,69.56510364317229,44,0,82.99245833426264
0,25.062620179464886,33,1,35.28955827668946
0,65.48819306512486,7,1,69.12515370208388
1,66.90057705241375,51,2,83.80927456951461
0,33.63550354677203,28,0,45.79610093248225
0,43.83778568068123,1,0,47.016025115841416
0,33.41442997271096,56,0,44.58887422834408
1,46.77618454566897,39,0,76.90582734999506
1,45.379485737213884,34,1,67.23750365913806
1,61.6949079840401,39,1,82.41493525505985
1,69.65463119179412,19,1,78.62159168231865
1,70.93525716184934,31,4,90.0731046411492
0,41.567479601325466,13,0,60.78065539613566
1,46.86167189383208,57,1,69.07945044936763
0,24.748427116685747,24,2,33.76786283316392
0,37.911949002557165,5,0,53.53203194835358
1,64.47277449646187,23,0,85.63630670727439
1,74.23374235322348,19,0,85.88481244905911
0,31.48476692180117,1,1,50.531899831117435
0,41.11303611270659,33,2,55.14637952692139
1,49.603913645616096,59,0,59.719410655577065
1,54.2024173822941,50,2,70.42204857600802
1,37.85594720117531,56,1,58.60325372687584
0,56.36091566696135,33,0,64.80348782445024
1,42.89240979393626,32,1,64.2916625970723
0,49.78321593682581,59,1,63.7733613266848
1,58.194263720055496,28,3,80.67720429182225
0,50.09633404716407,37,0,68.15496408277407
1,43.45421164210147,41,1,66.45698388528162
0,48.35585294111254,12,1,66.06660966292135
0,48.67455561191997,9,0,63.59517159970701
0,44.449834551768085,50,3,61.69396211580342
0,46.11805905999346,55,0,64.8749357629163
1,73.97970755757075,11,0,87.49495712366051
1,58.41379171911858,33,0,76.32746745436803
1,45.56779522956259,19,0,55.9544143849873
1,60.45431606766103,54,1,83.88860013087965
0,44.99270765365985,57,0,61.11908473312104
0,67.59686956379961,42,0,74.80071821158663
1,55.544632882971406,34,0,78.41802264820373
0,48.39046783993657,7,0,64.05654421411968
1,56.715753887154165,31,1,75.46868066685897
1,26.43685771897251,52,0,53.299883104272894
0,33.09848796635292,2,0,46.407620670517275
0,32.091124904014166,19,1,45.17781477084148
1,52.1441464214556,38,0,68.31904093610896
1,75.98772499227638,32,2,83.77336672685944
1,83.46950219288948,10,1,90.35578909297737
0,59.57076652161136,41,2,67.2988469863449
1,57.51266712416685,8,1,70.40531381474388
1,22.984133987708915,26,0,43.664893160399984
0,41.859893003989676,30,3,49.393202138489
0,38.183243721376414,11,1,49.1390449342768
0,40.68728602623326,41,0,58.20278911799992
0,47.47784272122816,20,1,47.30477106580024
0,42.91864133454309,20,0,54.5731072655404
0,20.310502844363185,9,0,31.62617965731483
0,61.21865384176301,8,1,68.74461546706476
0,33.9088546139029,15,0,44.01879176082398
1,53.588702961667245,34,1,71.94511408579298
1,81.1112400462496,24,1,87.16935589013958
0,36.20923112620365,33,0,51.020498390891554
0,12.045687158805052,41,2,29.947869372647812
0,45.70993667179834,41,3,57.34093218111086
1,66.51439452497857,45,1,88.04697566069244
1,79.37521181330891,40,0,86.45194696372513
1,31.55675608321375,27,0,49.79125890810577
0,57.45048834854782,21,2,74.26405647338116
0,43.0203431482992,5,0,57.140662436750745
0,48.410774685437964,35,1,49.105623323658456
1,89.66515020525551,21,0,100.83013337971853
0,27.455445074072703,4,2,47.297461244049146
1,53.8060949224186,49,2,83.46085999368492
0,57.0153975764815,48,0,73.40214449713386
0,66.2867948740902,16,0,70.75130091488154
0,51.46974730206343,57,0,60.54714318280188
0,54.62075809256154,31,2,54.61483467540735
1,44.125271488673135,26,3,65.81633685286998
0,54.03690411867661,52,1,64.24944532492522
1,44.85211586753884,35,2,70.41876364054033
1,59.323578347840765,6,1,66.45183740557178
1,44.45584495934549,33,0,60.945018680514906
0,55.65650590853279,21,0,63.39824897138316
0,49.56105779472532,16,2,64.02890546174878
1,66.89075376158252,47,3,81.50678082892618
0,49.229094146172706,39,0,71.16883094917416
0,23.40451297689678,34,2,33.32108745043293
1,68.92882251070988,42,2,82.6813201037647
0,36.414015487060716,57,1,43.67665429046008
0,40.1935049202677,15,0,51.128015942018145
1,41.065080589347616,6,0,65.22456427422148
1,70.61657139756227,2,2,87.40191184262473
0,17.964886790319568,24,0,30.055587025650812
1,97.0662280048999,56,0,113.76253057384157
1,65.84085213599077,49,4,89.57849312297856
1,53.348583711937394,28,0,69.17989185295502
1,49.1765899907557,1,1,84.77669160318268
1,54.28331112286485,1,0,67.90146360786723
1,57.81683642569008,28,0,76.4498193085405
0,59.678233789250854,36,1,67.94259927377064
0,58.334066990051724,20,0,61.045793711664295
1,51.34371021882873,48,1,72.07232468566389
1,47.03992369539011,8,2,67.02822015854152
0,47.730900745197324,1,1,60.28518610625889
1,47.07637579470978,26,0,67.65648598559659
1,67.00655145300597,51,0,87.60530384810771
0,58.90335083421293,43,1,70.13733413818024
0,5.894170480035797,49,2,19.76232567944875
1,59.83851164794642,25,0,76.36694065627155
0,52.92104292078162,10,1,58.25321949954849
0,49.71936865331154,12,4,68.11141186376828
1,44.17222320366671,41,5,70.11431000461509
1,66.86169079979021,7,1,85.14002670450733
1,64.21289693184286,12,0,84.04489269255826
1,38.40683498264586,47,0,60.15260142408707
1,56.105784306868024,40,1,75.65226637970069
0,35.42514898188071,17,2,44.60123170084067
0,29.30572752816604,5,2,40.12823375646248
0,40.59924163115052,14,0,55.56434401342223
1,62.93590208574138,34,0,74.96377619632227
1,64.2968756806413,48,1,77.92109453349435
0,57.69628130145939,17,0,65.02304670529682
1,60.87643680271996,35,0,71.1526946899634
1,57.742674306724375,55,1,81.19868043220899
0,40.37777607165572,1,3,55.593176495590825
1,56.47883817010911,59,1,77.32559751101189
1,62.00614287841523,50,0,77.65782227883518
1,61.314369947203616,50,0,84.92132831665002
0,67.83370057211964,36,1,76.31162355026753
0,60.624557708015956,15,2,73.43810182215321
0,55.27172311312374,19,1,69.44700900124741
0,66.05225357474642,51,1,70.45539348519478
0,49.6021811112641,42,2,55.25414980278528
0,36.771880231584234,5,2,44.394478476004174
1,47.553995540843545,19,2,68.34455467667307
0,38.82646032790326,43,2,37.443830129733065
1,39.87232587538428,39,1,56.54182002125109
1,47.83221993926723,5,0,64.79216379699419
0,38.11370118500058,52,2,47.38989681841378
0,45.38057705541439,12,1,59.287077611899996
1,21.595779995693213,19,2,40.10785700173167
0,53.19940561059408,47,2,54.08763178096305
0,50.01808213043336,12,1,51.64037467949248
1,37.74367053397714,36,1,62.82147080024863
0,59.88868502648607,12,4,65.00198037350972
1,64.06355206439838,18,0,78.16485403977148
1,25.886602034465387,49,2,59.42791197450454
0,38.55912832150679,51,6,53.03555582014453
1,38.46286475319053,48,1,57.12357728305032
0,35.90145348336703,43,1,41.785011800367144
0,62.44212262897623,34,0,79.36124137891579
0,47.09260791840795,48,2,58.86607989581518
0,46.03227738034084,33,2,54.64929697119733
0,19.942064533898698,49,0,36.93647643954125
1,59.5312704531384,18,1,75.54083472918303
0,31.41112407719791,57,4,47.671987901594214
1,50.89898945399492,29,1,62.24295511012919
0,54.160654069372875,45,1,61.31970110628857
1,70.40987893757976,5,1,81.04462425497714
1,30.36769401321332,25,0,53.899415635445095
0,4.707317662687622,24,2,18.98607261951735
1,52.75774317130542,29,1,69.21138140572006
1,77.0076677226628,59,1,88.85469352137973
0,68.58419529409156,38,0,76.1581711410038
1,53.14489122911939,33,0,70.60548139978374
0,42.62545721551929,10,2,49.025921765379564
1,62.10683894955966,37,2,81.7489919776324
0,35.39680700443297,33,1,58.74582634711906
0,57.14536654034329,23,1,63.92919356823527
1,57.5820523874994,58,2,82.57815195658472
1,65.90314861248319,11,0,74.99168860832026
0,91.39490058366616,24,1,89.30144031340397
0,55.88623950768151,24,1,71.1844247738639
0,42.36554561438752,7,1,54.985777114348544
1,49.616385317120084,50,3,66.10459673231954
0,23.463861426663225,21,2,42.94891978325056
0,39.579303033664125,20,1,46.485084369458704
1,43.86076342830344,53,2,65.4145700835201
0,42.138674030981115,10,0,58.39310266977802
0,52.28532308050583,25,0,63.651425432155094
0,37.66370101426699,47,1,62.678271916359115
1,66.81546000986707,36,1,80.62779056268752
0,50.00310597377295,48,0,63.47399303598565
1,49.860495182920786,47,1,74.28715188487587
0,45.081579252306234,15,0,54.968933876843884
1,52.32786025788469,44,0,67.19256915273158
0,62.37647397001452,40,1,75.70597055741716
1,36.9930467643365,40,1,57.06743441184305
0,40.12825266387115,50,1,55.32098142632985
0,45.44410956835003,6,1,58.49357380168691
0,29.811936147901775,37,1,44.47811607327979
0,37.71113210417754,2,2,56.907952857496966
0,42.85668689683011,12,0,55.966605872353846
1,63.11583771069091,58,4,83.63185353293895
0,53.938419935028875,4,0,65.1715666207744
1,52.90384867051316,23,0,72.70407728191469
1,62.763469432519585,13,1,78.30570822617769
0,47.93942317400905,17,0,58.25419958112362
1,55.856972748933345,31,0,77.77393424439526
1,48.451673706012556,16,1,71.11558198640198
1,53.980435240994424,41,0,76.17016572879308
0,41.25862013582627,26,1,71.88811536505442
0,13.417742625853563,28,0,28.229002998938235
1,47.985812567205436,1,3,60.46471297523619
1,71.3412220414991,47,2,85.02751917555314
1,63.893231033623884,12,2,79.3344695750711
0,64.48096226886756,37,3,73.78340453918288
1,68.54196082709326,55,0,83.57201192783967
1,51.32986386442156,56,1,74.72358034740374
0,52.959735611083936,50,0,58.53095347518654
0,40.73522156848475,20,2,55.47649621953194
0,45.25890715959425,2,1,48.93855471710111
1,59.23656724656712,36,1,77.3629427287516
1,68.05826655753225,15,2,80.39115693622259
1,47.90830586478501,38,0,66.523258878221
0,43.24716102722883,22,1,44.34143823365132
0,50.00791938284896,44,3,64.28713682318777
1,59.01810123393672,50,0,75.30635676556439
0,28.342177757996872,32,3,42.11748194758806
0,15.557285702941428,59,0,34.53010744224346
1,41.74194725762625,20,0,59.73910717816919
0,31.68931361128762,36,2,42.8872253283951
1,42.37789703529034,33,0,55.0681699643826
0,47.78329521773793,15,0,56.607630711484575
1,43.2012738646548,50,0,72.2708046999908
1,71.78701301706118,46,4,88.79473234982748
0,54.9011714690348,3,2,56.40296787554193
1,54.507115394162426,29,2,75.72395433502064
0,59.333107160651025,47,1,73.86974929662775
1,32.917503233288464,27,0,51.27922648374565
1,65.58667681130403,5,0,81.39163755498153
0,48.863535701968104,59,2,58.16877956384781
1,60.05720925861819,56,1,78.6534377626259
0,33.92214150439767,31,1,47.70730496478138
0,26.693618509759034,22,1,44.51381442648804
1,62.26834487037543,35,0,79.1813908415057
0,55.64614289146275,54,1,70.68422534658959
0,36.46922668463735,7,0,39.56209075039916
0,36.95505378087958,6,0,43.81670464388804
1,66.88152176622154,26,2,90.93863895502042
0,32.15882160699008,54,1,43.340696917115366
0,74.64009429883944,1,0,82.49382028606665
1,36.49068898028197,19,0,58.53835298633563
1,59.57587888412574,7,1,82.386241303196
0,45.07072286376523,36,1,58.12248150665895
0,59.047811466235146,12,2,80.42684563288593
1,41.838289968287114,20,1,63.35023128788895
1,47.558106408915584,23,1,65.95811496721775
1,50.61378763093582,25,0,76.88154265613866
1,34.96718816327791,30,0,61.37303484737959
1,61.11236518130189,59,2,74.8433220610325
1,42.30179650292622,29,1,68.21143427229097
0,46.571001269899725,31,0,58.269862775894815
1,35.08475938087231,18,1,58.503175842755354
0,11.564995118070343,41,1,31.433971511330377
0,47.13458356099746,19,0,61.76366133780829
1,86.18923132419374,54,2,99.9015789064582
1,61.769064318470356,4,0,78.09691684694856
0,49.71109430398408,1,2,70.21216421075837
0,46.05663756187599,41,0,56.644583161662325
1,50.33698839218069,59,0,76.95451361087574
0,58.20678672762815,15,0,63.7540375632704
0,32.28780777036732,54,1,41.60034797497805
1,66.71482542003308,8,0,88.22236400819922
0,60.73071973161866,15,0,67.3160956277402
1,60.772785885619015,15,1,68.91921709835576
0,56.57713608214591,50,1,64.2364256159032
0,50.294249865409846,39,1,62.77043483889076
0,60.0929185395023,22,1,64.59247316535911
1,58.87721200612067,18,0,73.00601725358096
0,44.68938933588464,16,0,56.71829628379667
1,41.39597340654649,2,0,57.411326140105096
1,51.527844428929804,36,0,72.75758180284939
0,73.23530227242782,20,2,83.76545556289679
0,31.413393865191487,16,2,51.63407762375011
0,27.9871210137134,3,0,39.13444544035285
0,52.47141261854775,56,0,70.87501345474433
1,50.76331552784027,30,2,73.54722615286153
1,52.60012496555612,55,0,68.72159427536037
0,53.659297968627506,2,2,60.819151116530556
0,46.65196618047792,35,0,53.82939403356406
1,72.34795157903123,26,2,77.61328115852562
0,25.986440322852268,57,1,47.89347116811058
0,37.57254462829631,5,0,51.14200252102956
0,48.45117859776429,2,1,62.01053710308748
1,25.352167832687492,51,1,50.77919702049663
0,47.362183933518935,56,1,50.33119099043796
1,74.92205248592028,20,1,91.66677612288989
1,50.313297324439425,34,0,75.03079573541164
1,53.460513585780255,34,1,77.5148065285054
0,31.097528522411295,54,1,50.33959535618039
0,40.75457887940784,56,1,52.85563287640542
1,44.37205429514094,55,2,53.65737380580814
0,45.23427354865649,20,2,59.582306639405516
1,69.22465692505654,50,1,85.73717771892328
0,58.36536591087687,25,1,76.66541157498493
1,33.32813064594452,20,1,66.13775448652557
0,53.697571676480074,25,1,68.45995848401029
1,57.47332622745178,53,0,69.09575123251928
1,67.102235577819,14,1,78.13864560935335
0,73.70811029852561,47,0,81.57856787150801
1,34.77358712258197,44,0,51.99202661391809
1,37.83713733184493,43,2,64.69068637344482
0,31.136332116280755,43,0,49.53705341614356
1,46.48970211339528,39,0,74.9966481481722
1,56.995375616695014,12,2,81.0622542108667
0,64.81001774883653,48,1,69.91179324642282
1,48.86073464536216,5,0,68.76624809144482
0,45.202287151177345,2,3,51.925828556252306
1,52.27636988373111,54,0,73.15748740910965
0,37.472856475549655,16,2,39.10149481330002
0,81.3430808254216,55,3,83.60983099995357
1,25.88508459322912,30,1,54.203191724330175
1,52.77110868343587,47,2,75.29966879728894
1,80.35409328844459,43,2,98.62176823273653
0,50.10199766839997,38,2,54.78495776862065
1,47.14941447497758,45,1,61.30006069724033
1,44.63831865784359,51,1,68.691348754457
1,47.29412477356388,42,1,63.06235843104285
1,70.59272712014796,24,0,80.61752689817462
0,16.822071330057398,51,1,34.528722614210274
0,73.00150551944489,30,0,78.26689206665858
0,28.640642713247825,37,0,54.8552410596754
